genotype,environment,yield_1_0,yield_0_8,yield_0_5,yield_0_3
17733,Dalby_Dry,185.8911508,195.2132908,164.9549993,203.2897611
17733,Dalby_Wet,529.7732396,535.4987033,534.0476423,528.0911134
17733,Emerald_Dry,114.8275148,120.1076934,110.5316168,112.1133719
17733,Emerald_Wet,552.8698264,538.543914,575.4850072,610.7791796
17734,Dalby_Dry,155.995798,137.758507,128.6659201,174.6769257
17734,Dalby_Wet,504.8263228,488.5060599,462.5328114,452.4533513
17734,Emerald_Dry,103.5009376,108.6776569,105.4566503,80.17308416
17734,Emerald_Wet,517.6836644,534.318128,495.5340439,536.2621586
17735,Dalby_Dry,154.4850864,165.4632018,136.8609707,187.3648179
17735,Dalby_Wet,507.3863495,522.9631561,547.7219898,482.1969879
17735,Emerald_Dry,99.79838885,95.10793434,142.3432325,75.20978572
17735,Emerald_Wet,532.4313419,526.0166691,529.4118909,564.6945646
17736,Dalby_Dry,129.1084003,127.4733658,168.9051649,157.9712979
17736,Dalby_Wet,497.7130879,497.2926936,518.9948697,476.6349891
17736,Emerald_Dry,105.7245023,114.4125463,102.9315283,110.2358924
17736,Emerald_Wet,503.5345765,491.5578068,474.012749,462.4075745
17737,Dalby_Dry,162.1311832,169.7671273,187.9699348,144.3188237
17737,Dalby_Wet,516.9843031,524.8749551,501.3149556,463.4015475
17737,Emerald_Dry,103.8766194,125.1869098,101.3856336,132.2854359
17737,Emerald_Wet,521.6063415,510.9909072,501.8943788,513.6890669
17738,Dalby_Dry,199.7651779,198.1107646,199.5350024,247.5616177
17738,Dalby_Wet,537.2775446,530.3715752,520.9601475,552.818944
17738,Emerald_Dry,128.6782802,154.3423289,109.768094,78.47925767
17738,Emerald_Wet,533.9556721,548.3907252,538.6360122,530.2099335
17739,Dalby_Dry,180.7441361,183.8109357,194.4001349,165.9449181
17739,Dalby_Wet,522.1720011,507.9523057,546.3466647,557.7453121
17739,Emerald_Dry,108.6731831,111.1076489,90.91068695,82.15974376
17739,Emerald_Wet,541.9317997,536.4245489,533.0413811,481.1489858
17740,Dalby_Dry,212.4962287,219.4825124,195.0035912,192.0519068
17740,Dalby_Wet,538.8010383,535.064437,537.6747049,539.1605676
17740,Emerald_Dry,137.7859797,130.8845185,152.1696262,81.61780048
17740,Emerald_Wet,540.8031063,561.0554793,528.0384657,509.1313458
17741,Dalby_Dry,229.4485153,230.5143987,229.492213,254.849747
17741,Dalby_Wet,544.4176048,540.0377622,551.3405855,592.8360728
17741,Emerald_Dry,153.6551315,150.0651718,139.5583042,155.6655251
17741,Emerald_Wet,546.921922,554.7028652,534.1597194,524.4558884
17742,Dalby_Dry,261.0181585,259.2791488,253.8698174,308.5450475
17742,Dalby_Wet,517.9096959,525.0573336,541.5429954,518.7528767
17742,Emerald_Dry,193.0264403,185.0107516,173.0527723,233.984879
17742,Emerald_Wet,487.9324053,487.3170265,505.957233,510.5301186
17743,Dalby_Dry,180.2798972,175.3779069,191.7628286,156.1394719
17743,Dalby_Wet,521.0194,525.3283605,542.6030327,511.6557308
17743,Emerald_Dry,107.4588173,99.02605645,82.64690477,91.62885777
17743,Emerald_Wet,537.3457243,548.5423629,567.5471152,509.8123728
17744,Dalby_Dry,210.1471767,215.391971,204.953752,201.1115779
17744,Dalby_Wet,532.4973428,543.1318695,520.2078233,538.2145673
17744,Emerald_Dry,137.8853294,141.4781269,122.8097391,151.1168136
17744,Emerald_Wet,529.0178429,523.5340335,508.3077454,519.013929
17745,Dalby_Dry,274.7934119,285.9744118,297.1713121,298.0508288
17745,Dalby_Wet,508.2669949,512.3267913,522.7064252,468.7267081
17745,Emerald_Dry,218.4592441,224.4769464,204.3127882,196.8133509
17745,Emerald_Wet,476.7080417,490.5929201,501.653244,461.1872497
17746,Dalby_Dry,244.8410382,249.3827972,247.0504868,272.393974
17746,Dalby_Wet,535.2854648,528.8737323,559.5028514,503.771661
17746,Emerald_Dry,175.8138172,166.8485403,186.1524107,157.1729296
17746,Emerald_Wet,515.9131241,509.0257291,521.0267386,542.5321457
17747,Dalby_Dry,224.209637,222.861762,233.8387675,192.539415
17747,Dalby_Wet,530.2243226,526.9761637,497.4956845,560.4460421
17747,Emerald_Dry,145.9436931,139.7525326,139.0837551,142.1358545
17747,Emerald_Wet,538.5541659,542.4359796,544.2150613,516.4147255
17748,Dalby_Dry,253.1639671,269.7802564,258.0556365,235.9299365
17748,Dalby_Wet,537.4191257,530.3952131,529.4853469,565.6998522
17748,Emerald_Dry,190.9847002,175.5014433,170.5585026,204.0518155
17748,Emerald_Wet,500.3962857,503.4919531,512.5130504,543.4834508
17749,Dalby_Dry,221.3014352,220.7100019,221.1818221,297.3997936
17749,Dalby_Wet,543.062039,527.7255296,544.4838845,547.753298
17749,Emerald_Dry,141.122882,142.3087812,143.5448771,154.0395203
17749,Emerald_Wet,560.3649595,560.6553132,541.2821011,516.2862842
17750,Dalby_Dry,253.6014211,267.8413754,243.6081115,245.1878904
17750,Dalby_Wet,512.6023228,492.1474002,491.2219449,475.9700748
17750,Emerald_Dry,185.3384449,171.1481393,209.0654529,136.9444482
17750,Emerald_Wet,496.703457,504.0558655,472.3069486,524.2688447
17751,Dalby_Dry,223.8442162,223.9137494,240.6717948,291.1664815
17751,Dalby_Wet,542.1220495,538.7417659,534.3763339,511.1738583
17751,Emerald_Dry,150.5332337,161.2552897,167.319251,160.2451535
17751,Emerald_Wet,530.8729255,542.7544481,559.8576251,510.3774188
17752,Dalby_Dry,205.5101371,221.6756598,208.585609,197.7616796
17752,Dalby_Wet,532.5852746,534.3971927,531.0496205,566.7833127
17752,Emerald_Dry,133.3455479,135.9193029,138.1598372,158.5775297
17752,Emerald_Wet,546.8206339,564.608021,575.0815503,572.2789412
17753,Dalby_Dry,214.7994207,218.0222979,198.6835052,219.0472237
17753,Dalby_Wet,531.6404062,529.5820299,511.8734141,552.9054029
17753,Emerald_Dry,144.6138601,155.5050023,143.0479544,184.9359084
17753,Emerald_Wet,534.2161623,544.4483531,529.0996465,481.8013572
17754,Dalby_Dry,245.1107326,238.0582035,314.0769205,253.8973702
17754,Dalby_Wet,524.7553233,519.4941923,518.0477916,561.2338807
17754,Emerald_Dry,182.0543107,188.1546538,164.6805488,207.1572732
17754,Emerald_Wet,507.2072145,499.7972722,485.2503931,462.8252119
17755,Dalby_Dry,184.6654504,165.0937272,173.5837947,176.8409814
17755,Dalby_Wet,530.0482549,543.5319821,545.1942884,497.4638376
17755,Emerald_Dry,107.9481052,110.8003958,130.1408122,95.58679427
17755,Emerald_Wet,571.293236,568.6183963,568.8411663,556.2467963
17756,Dalby_Dry,214.625718,214.4024289,187.3375893,201.4608018
17756,Dalby_Wet,533.8987343,533.1774142,550.2990207,588.6093372
17756,Emerald_Dry,143.714048,131.4536403,131.5124129,118.987059
17756,Emerald_Wet,538.3758325,546.8964205,523.8455227,492.9276406
17757,Dalby_Dry,193.7581628,210.8769038,211.4741949,134.6156195
17757,Dalby_Wet,532.3023447,547.4421373,582.2198022,505.6323412
17757,Emerald_Dry,117.9301518,111.6820574,147.0980152,93.87756452
17757,Emerald_Wet,546.2362275,553.6477005,555.6216876,549.330353
17758,Dalby_Dry,167.709688,166.9726008,170.5154434,144.4738033
17758,Dalby_Wet,529.6384176,534.9106302,538.8021003,548.6984948
17758,Emerald_Dry,106.6459199,99.60313417,100.8384125,115.1555245
17758,Emerald_Wet,543.1364159,521.9467283,538.4964842,511.4966067
17759,Dalby_Dry,205.7986226,196.5310931,191.6347938,204.2644215
17759,Dalby_Wet,526.9540717,537.4456636,558.1556657,523.0223138
17759,Emerald_Dry,133.5251064,151.4711562,98.32359947,116.3096607
17759,Emerald_Wet,541.927776,544.9234888,544.5630053,530.3833348
17760,Dalby_Dry,171.9333191,188.4959956,178.2789248,138.6329056
17760,Dalby_Wet,523.6066586,526.4739183,525.5796539,525.4173134
17760,Emerald_Dry,103.9720975,80.32408467,109.6028522,123.0796257
17760,Emerald_Wet,561.2426782,562.1408501,544.0206082,487.0710527
17761,Dalby_Dry,130.2851499,127.5681908,184.9379714,141.7971523
17761,Dalby_Wet,502.624894,510.2609673,474.1332159,490.5430909
17761,Emerald_Dry,106.3585815,112.2053774,102.048857,112.5296532
17761,Emerald_Wet,503.8317554,500.0357742,504.8535282,542.6112593
17762,Dalby_Dry,244.7372104,254.0556932,233.3194579,211.993596
17762,Dalby_Wet,538.7519834,556.5176076,542.7835498,568.8357409
17762,Emerald_Dry,174.9530649,179.47536,196.5022796,224.2324261
17762,Emerald_Wet,513.0484806,508.514432,553.4731992,514.1882872
17763,Dalby_Dry,165.8848072,157.0127729,176.6430931,150.3546121
17763,Dalby_Wet,526.8100096,535.7080991,503.2560351,515.1745315
17763,Emerald_Dry,104.2146261,116.6765625,142.154068,123.3292191
17763,Emerald_Wet,542.705725,544.5230255,541.9052542,594.6252836
17764,Dalby_Dry,156.5956165,127.7331517,181.7981061,184.0023656
17764,Dalby_Wet,502.2598135,492.4588473,509.2499456,547.9549444
17764,Emerald_Dry,102.845782,112.4396763,115.1860672,172.1118394
17764,Emerald_Wet,515.5383132,510.0506999,534.4453483,518.211977
17765,Dalby_Dry,172.5470896,165.2089617,129.6544102,150.5515129
17765,Dalby_Wet,524.2204032,539.2497424,552.7982486,506.7939862
17765,Emerald_Dry,106.5769403,101.4636666,110.3322568,68.5454842
17765,Emerald_Wet,535.7933445,544.1340205,549.3615017,543.4405316
17766,Dalby_Dry,241.7582416,247.4146461,221.3606963,207.4319576
17766,Dalby_Wet,543.0947394,539.6820936,599.4281425,553.685238
17766,Emerald_Dry,173.0064846,162.1558318,207.6141961,160.996718
17766,Emerald_Wet,527.184193,522.9665629,487.7827178,480.4618456
17767,Dalby_Dry,154.8032922,160.3006593,171.7650041,206.4644812
17767,Dalby_Wet,505.0227159,513.7937471,480.4336373,535.8336785
17767,Emerald_Dry,101.6871992,111.8812056,117.1565307,110.0759003
17767,Emerald_Wet,531.4135868,534.3823254,533.4137094,529.0878269
17768,Dalby_Dry,214.8059407,218.1068308,216.0877915,157.0503817
17768,Dalby_Wet,530.3933131,516.7847736,533.521765,522.5583397
17768,Emerald_Dry,145.0685138,157.3994236,115.4521383,165.6911447
17768,Emerald_Wet,533.5791902,517.622497,498.0797139,542.1424373
17769,Dalby_Dry,223.7420795,223.5326213,232.1474594,195.9080767
17769,Dalby_Wet,540.122219,537.3588254,551.0233054,516.6885835
17769,Emerald_Dry,141.9745405,141.7573899,138.0942021,168.3010347
17769,Emerald_Wet,545.0517236,558.5458206,561.3182789,561.2479167
17770,Dalby_Dry,205.5385009,204.8123054,200.4101964,187.9452764
17770,Dalby_Wet,530.5922966,553.4745918,523.1205185,590.9734951
17770,Emerald_Dry,131.7643667,133.3635801,135.4100772,140.6152662
17770,Emerald_Wet,554.7895256,551.6829728,574.1860515,517.4046947
17771,Dalby_Dry,166.719365,173.840244,224.4287953,201.8699688
17771,Dalby_Wet,514.1804761,519.174314,481.498011,511.2338963
17771,Emerald_Dry,106.5652067,95.00028098,101.5871081,126.5515621
17771,Emerald_Wet,519.8656562,526.2140251,552.0605757,564.3610701
17772,Dalby_Dry,181.8175396,190.9466597,178.1253661,166.5876553
17772,Dalby_Wet,518.5994253,526.6694713,530.1898687,538.255587
17772,Emerald_Dry,113.6329795,104.8921835,99.79121383,132.7205399
17772,Emerald_Wet,530.311354,526.0797062,509.989433,548.0162754
17773,Dalby_Dry,227.2754303,229.7138238,201.7988947,197.5050524
17773,Dalby_Wet,529.0967057,558.624422,525.2057435,515.3772075
17773,Emerald_Dry,155.138939,162.3879327,178.248085,163.9089092
17773,Emerald_Wet,530.9115912,528.1153495,485.5056576,550.0656533
17774,Dalby_Dry,236.5875764,228.443587,210.9758529,297.5529958
17774,Dalby_Wet,529.3951333,529.7438238,550.3311531,554.0075711
17774,Emerald_Dry,165.1935392,178.3181422,147.6627506,133.3979449
17774,Emerald_Wet,509.7462737,507.2876003,469.9233274,505.3122117
17775,Dalby_Dry,235.255792,244.7025812,216.7942804,198.5155564
17775,Dalby_Wet,525.6540631,522.6698902,537.7361102,463.2695608
17775,Emerald_Dry,162.252999,157.1248484,124.8039721,210.4925921
17775,Emerald_Wet,499.6370358,503.0652878,500.6361795,524.4712675
17776,Dalby_Dry,198.2459636,198.4756094,190.6650512,183.7315948
17776,Dalby_Wet,538.5226505,527.3035886,553.8924715,551.4262611
17776,Emerald_Dry,116.4824353,118.0696275,115.8105588,109.3070026
17776,Emerald_Wet,563.655681,566.3263872,538.5936425,554.3098381
17777,Dalby_Dry,154.6183835,139.213651,154.6534703,179.87158
17777,Dalby_Wet,505.6584166,504.4712122,448.060227,492.356641
17777,Emerald_Dry,102.1196156,105.1092465,77.71225144,67.90257245
17777,Emerald_Wet,528.7087567,502.7294602,530.6676425,538.2650043
17778,Dalby_Dry,244.402431,250.1545511,249.3229974,227.1882783
17778,Dalby_Wet,537.4130801,534.5308929,508.5237423,545.1283221
17778,Emerald_Dry,173.9169451,174.6996788,178.5259041,92.92722104
17778,Emerald_Wet,513.4299089,526.287607,519.6253679,563.2421531
17779,Dalby_Dry,200.3900322,195.7543442,179.2360378,198.6060036
17779,Dalby_Wet,523.7488547,534.9775106,474.0432057,505.1279706
17779,Emerald_Dry,124.461383,135.3307158,133.3418328,106.2265317
17779,Emerald_Wet,539.06341,543.1335047,512.6435091,496.448754
17780,Dalby_Dry,181.0977169,179.7435806,176.8839036,222.6577838
17780,Dalby_Wet,533.2067887,544.1337231,533.3335597,512.788468
17780,Emerald_Dry,106.1692414,106.7731031,97.2799235,103.0559562
17780,Emerald_Wet,557.4766484,553.657079,532.4467672,614.5588117
17781,Dalby_Dry,231.8111716,238.2114015,192.5552183,233.0311113
17781,Dalby_Wet,532.6392267,537.6271088,521.9634846,531.5656754
17781,Emerald_Dry,158.9181563,150.7278603,181.3077089,163.5907587
17781,Emerald_Wet,523.1175391,517.3350791,504.7748004,522.7006384
17782,Dalby_Dry,161.7090968,168.4790903,165.8049659,188.0244882
17782,Dalby_Wet,517.8871767,523.960898,534.5021376,462.2745708
17782,Emerald_Dry,103.7232469,115.3023991,131.3349438,94.29429943
17782,Emerald_Wet,545.6528646,554.8779841,510.6855416,533.588134
17783,Dalby_Dry,227.6311371,241.4550758,192.7740656,194.6995754
17783,Dalby_Wet,532.9593026,531.2638492,527.6773559,528.2783339
17783,Emerald_Dry,154.742098,170.5442034,115.5601084,171.7129692
17783,Emerald_Wet,516.1189827,492.1215581,496.0802748,439.5217628
17784,Dalby_Dry,188.6920023,176.8764746,173.9412417,179.8640199
17784,Dalby_Wet,522.068097,535.6282689,536.7672259,549.6690713
17784,Emerald_Dry,120.7695539,124.5067984,151.462301,114.0473553
17784,Emerald_Wet,526.5403821,532.7542642,493.4006909,483.2745464
17785,Dalby_Dry,179.769722,179.8411486,182.2338873,185.8720967
17785,Dalby_Wet,533.2719044,521.7221225,499.471256,542.8462942
17785,Emerald_Dry,104.354988,95.66895775,127.1674287,108.1679946
17785,Emerald_Wet,559.7571718,565.4708547,525.0342324,580.0888425
17786,Dalby_Dry,185.2045311,191.9986654,154.8705336,179.0097957
17786,Dalby_Wet,532.9167607,531.9333293,517.205279,555.3660029
17786,Emerald_Dry,108.7991361,100.8960834,96.71919134,79.07544633
17786,Emerald_Wet,556.5230648,556.3007363,573.8276203,543.0265902
17787,Dalby_Dry,190.9162182,181.9213085,140.0357668,135.8964665
17787,Dalby_Wet,528.5522648,523.5046721,544.1655175,541.2788229
17787,Emerald_Dry,109.5294173,95.27036685,94.64638216,96.97943199
17787,Emerald_Wet,550.5319933,570.581333,519.5109692,546.6033611
17788,Dalby_Dry,161.7138992,158.226468,164.5618385,152.6158752
17788,Dalby_Wet,526.4625268,529.6068042,568.0011364,468.2493253
17788,Emerald_Dry,101.0437006,102.882606,71.26258903,77.13802681
17788,Emerald_Wet,543.8646486,541.9321493,519.4705239,508.6168116
17789,Dalby_Dry,160.5786815,147.832538,178.9060418,129.230898
17789,Dalby_Wet,522.1336313,520.2452666,514.921922,443.3051245
17789,Emerald_Dry,99.56518898,103.0431639,95.26377835,93.60223551
17789,Emerald_Wet,527.869418,529.6068272,544.1838596,558.2137306
17790,Dalby_Dry,137.8217322,143.2911709,122.3580583,171.7319122
17790,Dalby_Wet,492.0882418,490.5338555,480.210107,511.7749056
17790,Emerald_Dry,104.2898915,108.9536127,90.42273239,141.6415634
17790,Emerald_Wet,520.116249,520.8519236,514.7579647,500.2474025
17791,Dalby_Dry,267.8353605,233.5158255,256.6059123,277.8144669
17791,Dalby_Wet,519.247457,518.2625221,498.2281335,636.5020552
17791,Emerald_Dry,217.1894557,201.300403,212.3168111,234.8764758
17791,Emerald_Wet,491.024743,505.6207502,500.7093032,512.1628479
17792,Dalby_Dry,181.382919,200.5578594,153.0934444,164.6560436
17792,Dalby_Wet,535.5012041,527.7893996,493.6980056,522.4520728
17792,Emerald_Dry,111.5518098,95.41334002,96.39115196,127.2423596
17792,Emerald_Wet,547.4378101,539.9832051,525.3698631,519.1148174
17793,Dalby_Dry,162.0855334,174.728366,123.2276061,197.7574613
17793,Dalby_Wet,518.3367294,513.1415208,577.1810958,532.6095044
17793,Emerald_Dry,101.7563707,101.1111438,115.3651789,82.76812761
17793,Emerald_Wet,526.9924609,530.3252075,534.1830676,507.927155
17794,Dalby_Dry,224.1788617,236.8742644,187.7149894,210.2367387
17794,Dalby_Wet,537.7331876,524.9917092,516.1107348,513.4878589
17794,Emerald_Dry,151.4783198,155.995584,109.2378052,150.4835467
17794,Emerald_Wet,516.8595671,536.3535988,510.5201846,526.0500422
17795,Dalby_Dry,242.6308032,243.5488427,231.1556076,254.5383709
17795,Dalby_Wet,538.5121455,542.2115638,500.7837464,538.4748261
17795,Emerald_Dry,165.4472367,177.7843724,153.9486463,97.64150658
17795,Emerald_Wet,525.761384,515.2405385,544.354017,522.523469
17796,Dalby_Dry,197.5511002,197.5994252,165.9802752,224.5538601
17796,Dalby_Wet,541.9531289,557.3806628,564.1967268,493.1389759
17796,Emerald_Dry,113.6925379,108.6127909,123.405236,67.13847821
17796,Emerald_Wet,570.3446401,577.9451209,554.6760929,611.2551424
17797,Dalby_Dry,162.750954,152.8059592,164.5012115,188.2565616
17797,Dalby_Wet,518.3108162,510.4790648,494.1833719,495.5815011
17797,Emerald_Dry,103.7057531,93.7618413,130.1055574,86.41369129
17797,Emerald_Wet,528.1073413,535.3745028,543.7572951,499.77321
17798,Dalby_Dry,231.6961215,221.6732948,240.7662366,191.4926043
17798,Dalby_Wet,539.712996,548.7406817,559.5318562,551.2984294
17798,Emerald_Dry,163.6672422,165.2504032,156.1072664,175.5714101
17798,Emerald_Wet,534.6599583,515.8424236,569.7346844,531.1130761
17799,Dalby_Dry,223.9973756,226.4887827,185.7492903,174.1981239
17799,Dalby_Wet,534.1172035,523.9326088,533.0838035,511.7445629
17799,Emerald_Dry,151.343347,148.6518738,177.4104852,154.8617333
17799,Emerald_Wet,532.3136496,531.3721994,516.7908194,559.046733
17800,Dalby_Dry,192.0034034,185.2785774,206.6933913,211.7078694
17800,Dalby_Wet,530.9164917,505.7605441,544.1158342,448.8065863
17800,Emerald_Dry,111.9148941,90.95904689,93.90415622,117.763472
17800,Emerald_Wet,555.6547316,565.9644679,548.5980113,556.2683776
17801,Dalby_Dry,185.9806932,179.7490406,172.251454,175.88143
17801,Dalby_Wet,530.2354162,530.3125496,513.670741,529.323577
17801,Emerald_Dry,114.3668708,113.612609,93.66623528,106.7406636
17801,Emerald_Wet,551.8347645,551.1582075,580.9022808,577.2609574
17802,Dalby_Dry,180.986367,165.2642668,196.5851819,174.0008954
17802,Dalby_Wet,536.3695005,527.2471536,535.4692701,517.3215135
17802,Emerald_Dry,106.7579655,120.9222592,152.5172116,70.83114222
17802,Emerald_Wet,559.5064277,561.987325,540.7497649,519.7325991
17803,Dalby_Dry,129.229937,140.9483883,145.6035136,105.8209827
17803,Dalby_Wet,498.2789902,506.6437867,479.2414628,517.2484131
17803,Emerald_Dry,105.7958566,100.7202213,118.9720078,84.05691699
17803,Emerald_Wet,506.7613531,489.6772135,482.882452,509.4409297
17804,Dalby_Dry,200.4988987,193.2992785,225.6296752,183.2834997
17804,Dalby_Wet,523.4477017,523.0202326,493.1749734,576.7887701
17804,Emerald_Dry,124.7509757,121.6538277,141.7710906,62.26094136
17804,Emerald_Wet,537.880136,534.8225897,552.191354,563.0794663
17805,Dalby_Dry,162.6554815,179.3309507,172.5201506,131.0870751
17805,Dalby_Wet,517.4750559,501.5404239,548.8051385,478.4456882
17805,Emerald_Dry,105.0298892,108.2254504,142.9999192,93.52257807
17805,Emerald_Wet,519.6157196,497.0670566,510.346569,506.7249783
17806,Dalby_Dry,197.8218257,190.002829,211.7324326,253.8432714
17806,Dalby_Wet,533.2578867,531.1255233,576.2425105,575.1557121
17806,Emerald_Dry,116.004498,111.297701,118.3108019,97.598265
17806,Emerald_Wet,564.3903428,555.8001394,591.0274355,528.5720009
17807,Dalby_Dry,181.4129568,186.4038693,197.3692378,202.8757128
17807,Dalby_Wet,525.8146712,518.5572591,493.9409223,530.0882809
17807,Emerald_Dry,113.6575403,120.3876598,86.17302326,158.5410774
17807,Emerald_Wet,531.6479828,534.2651325,546.0426489,517.6015296
17808,Dalby_Dry,214.6951299,221.8856295,206.3488853,174.8436428
17808,Dalby_Wet,540.1686305,544.1972956,536.0890827,604.1405144
17808,Emerald_Dry,138.1037007,145.8322117,109.7656782,126.4822843
17808,Emerald_Wet,540.855394,541.5796129,552.0997172,500.8365976
17809,Dalby_Dry,132.3886311,126.4344194,92.44395955,125.334623
17809,Dalby_Wet,498.5403851,508.3897977,479.5899798,519.3467908
17809,Emerald_Dry,105.6537294,124.8695125,105.8292732,82.39991071
17809,Emerald_Wet,520.6158639,519.5293298,502.1081712,526.0035032
17810,Dalby_Dry,232.3123196,234.7660086,231.1056934,193.843888
17810,Dalby_Wet,539.3936255,529.5543593,543.8163112,518.0615298
17810,Emerald_Dry,163.4249583,172.5817041,169.9463728,152.7769148
17810,Emerald_Wet,528.1717406,501.8687042,475.8098504,522.5027065
17811,Dalby_Dry,217.5328844,206.7317819,216.9006156,225.6281066
17811,Dalby_Wet,530.3788923,531.0378573,535.216638,493.4954891
17811,Emerald_Dry,153.6946028,136.695459,134.4034639,144.8109107
17811,Emerald_Wet,518.9794248,523.2869224,499.0339738,504.0543321
17812,Dalby_Dry,200.3194896,210.1432573,209.1254918,180.8088732
17812,Dalby_Wet,535.6340088,535.8936747,559.9277882,481.3977988
17812,Emerald_Dry,123.648408,125.6730338,89.62257045,160.4368587
17812,Emerald_Wet,557.0975906,547.1183033,588.9574445,554.0701931
17813,Dalby_Dry,214.9662189,213.605161,196.5908875,241.3610877
17813,Dalby_Wet,539.7393034,540.0203224,554.1131315,527.1150422
17813,Emerald_Dry,137.333555,141.0953563,106.0089024,101.9755837
17813,Emerald_Wet,545.4825512,534.0568137,565.6137092,538.0281394
17814,Dalby_Dry,154.8736987,151.4204951,132.5494058,158.9296972
17814,Dalby_Wet,521.9426149,519.9437784,553.2775977,552.3315161
17814,Emerald_Dry,98.52287707,92.37359897,128.6454553,108.195749
17814,Emerald_Wet,529.7440657,554.1255671,531.061706,475.917661
17815,Dalby_Dry,244.6340529,244.2954161,204.3864276,231.1986232
17815,Dalby_Wet,523.3058593,521.6349447,518.287151,488.915159
17815,Emerald_Dry,177.1065662,169.4922728,163.3676487,184.9095914
17815,Emerald_Wet,492.3160029,483.7789788,533.8577155,420.5950953
17816,Dalby_Dry,200.251805,194.6524204,193.0891834,165.9156034
17816,Dalby_Wet,539.834901,536.6877797,573.1712991,596.2632571
17816,Emerald_Dry,120.0023187,120.7511186,145.3183737,97.08750036
17816,Emerald_Wet,558.3300568,561.5023484,573.3259364,590.0480691
17817,Dalby_Dry,180.7897678,187.0679964,191.6175167,198.6510735
17817,Dalby_Wet,522.0667639,510.142254,525.3951762,470.768931
17817,Emerald_Dry,107.6461567,105.6061373,104.2973109,82.9885276
17817,Emerald_Wet,558.621663,560.1825298,560.7061323,548.9997978
17818,Dalby_Dry,232.4314298,248.6334423,215.9922604,264.0031887
17818,Dalby_Wet,532.3330079,522.6345556,501.934321,538.0288061
17818,Emerald_Dry,159.4361906,155.3761784,163.6744042,148.3025129
17818,Emerald_Wet,512.7078091,508.1109283,489.2299584,494.7362654
17819,Dalby_Dry,182.3328272,173.8349477,146.6183725,165.6454343
17819,Dalby_Wet,525.3893911,513.9022764,496.1799325,527.5988578
17819,Emerald_Dry,116.9067058,110.3574575,97.02301096,127.3123778
17819,Emerald_Wet,509.2571998,503.6196044,539.2683702,483.1839444
17820,Dalby_Dry,171.5357058,185.063625,180.6674397,187.9622074
17820,Dalby_Wet,524.3686642,533.4471901,518.9961296,505.56988
17820,Emerald_Dry,107.4285596,87.74696896,85.50894872,103.7781221
17820,Emerald_Wet,537.8376697,528.7225095,556.4940633,497.6524126
17821,Dalby_Dry,160.8787123,156.0228376,156.2984112,182.3581162
17821,Dalby_Wet,522.0578876,513.0979854,531.7512324,543.6713179
17821,Emerald_Dry,100.3497911,93.77446542,74.89880065,109.5448919
17821,Emerald_Wet,530.1567129,538.1880637,519.4068981,506.0864444
17822,Dalby_Dry,154.7726313,158.0570094,166.7993727,216.2430181
17822,Dalby_Wet,503.2034556,495.9585605,525.5444259,466.1594155
17822,Emerald_Dry,100.5298357,108.5244958,135.680302,107.3996009
17822,Emerald_Wet,532.1046867,526.7318704,534.9567724,566.4460875
17823,Dalby_Dry,215.2792876,220.0219892,211.2534679,228.2745419
17823,Dalby_Wet,541.1291566,518.2915101,542.6030625,441.51332
17823,Emerald_Dry,137.3351762,142.3817432,105.0558622,148.7020129
17823,Emerald_Wet,553.2808773,561.261539,539.312401,542.3511462
17824,Dalby_Dry,205.6552955,230.6952182,168.456285,215.1270012
17824,Dalby_Wet,542.4611499,564.8512174,524.6727574,568.832185
17824,Emerald_Dry,130.1392418,121.195734,121.4663812,72.00343102
17824,Emerald_Wet,557.8466096,558.0613607,560.4152979,543.4589216
17825,Dalby_Dry,241.8074951,230.153511,289.904173,213.8085443
17825,Dalby_Wet,544.721497,536.3601832,532.4419311,530.9509961
17825,Emerald_Dry,172.4802029,170.1732356,183.463919,186.4685449
17825,Emerald_Wet,530.5552524,522.3821633,534.5834681,484.1672749
17826,Dalby_Dry,197.694677,185.9907642,187.0455532,157.5670288
17826,Dalby_Wet,535.1858415,529.2430562,517.1719201,548.3733737
17826,Emerald_Dry,116.1906663,125.3306576,86.06053729,124.7913909
17826,Emerald_Wet,579.6148324,587.4826534,600.8473837,571.9231739
17827,Dalby_Dry,245.0215049,247.489845,210.4734693,275.2589017
17827,Dalby_Wet,537.9407407,523.3885333,561.7705164,511.964454
17827,Emerald_Dry,174.3905059,181.5184737,168.8686251,110.1463208
17827,Emerald_Wet,519.0210122,522.9544565,473.6518427,534.5909276
17828,Dalby_Dry,206.3248733,202.6670335,187.1422742,192.2776774
17828,Dalby_Wet,533.5340844,543.0594035,534.7674404,556.7486411
17828,Emerald_Dry,134.0714168,140.6025131,124.8604463,92.7684383
17828,Emerald_Wet,550.684632,543.5756585,549.2159848,504.152275
17829,Dalby_Dry,235.9385098,230.6777924,233.5901501,204.2636047
17829,Dalby_Wet,524.0515479,547.7842294,553.8502368,588.9833263
17829,Emerald_Dry,165.3256208,166.2076397,166.3667515,162.7954965
17829,Emerald_Wet,506.2779004,492.2287672,496.3916761,455.7690427
17830,Dalby_Dry,245.1298567,242.1095446,279.1372063,262.0654465
17830,Dalby_Wet,540.7761465,561.7146668,546.6989469,608.1067774
17830,Emerald_Dry,174.7526161,182.7750384,178.4534168,178.5586203
17830,Emerald_Wet,522.3140042,532.5643913,506.2911395,501.7330967
